Player_num,PLAYER,TEAM,AGE,GP,W,L,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
169,David Nwaba,CHI,25,70,26,44,23.5,87.7,12.3,66.3,1.1,9.7,22,24,18.7,65.2,52.2,47.8,94.4,5.6,55.9,44.1
169,JJ Redick,PHI,34,70,45,25,30.2,47.7,52.3,35.2,24.4,48.3,12.7,16.4,15.2,10.9,76.8,23.2,90.2,9.8,83.2,16.8
169,Draymond Green,GSW,28,70,48,22,32.7,58.6,41.4,52.8,4.1,29.9,19,17.3,15.9,48.6,71.6,28.4,90.9,9.1,76.9,23.1
169,Quincy Acy,BKN,27,70,26,44,19.4,20,80,13.6,3.4,74.5,5.1,11.9,14.1,10.2,85.7,14.3,99,1,96.2,3.8
169,Norman Powell,TOR,25,70,51,19,15.2,50.3,49.7,50.4,5.7,41.3,18.7,8.3,20.8,44.7,41.2,58.8,92.5,7.5,59.3,40.7
169,Jeff Teague,MIN,30,70,41,29,33,71.3,28.7,54.3,9.7,25.4,9.6,20.3,16.8,44.7,10.4,89.6,56,44,21.2,78.8
169,Jaylen Brown,BOS,21,70,47,23,30.7,61.9,38.1,49.6,6.7,35.7,13.8,14.7,20.2,42.9,53.6,46.4,96.7,3.3,67.6,32.4
169,CJ Miles,TOR,31,70,50,20,19.1,24.2,75.8,18,3.4,70.4,7.2,11.6,14.2,14.6,63.5,36.5,93.3,6.7,85,15
178,Stanley Johnson,DET,22,69,33,36,27.4,58.2,41.8,47.7,13,33.6,19.2,18.7,16,34.7,37.1,62.9,97,3,56.2,43.8
178,Dennis Smith Jr.,DAL,20,69,22,47,29.7,66.9,33.1,56.9,12.2,30.3,17.9,12.8,17.8,44.7,19.1,80.9,58.5,41.5,29.5,70.5
178,Alex Len,PHX,25,69,20,49,20.2,99.2,0.8,72.6,3.1,0.5,2.9,26.9,12.3,69.5,67.6,32.4,100,0,67.8,32.2
178,Bam Adebayo,MIA,20,69,34,35,19.8,97.9,2.1,73,4.6,0,7.8,27,12.2,68.3,70.1,29.9,0,0,70.1,29.9
178,Jonathon Simmons,ORL,28,69,21,48,29.4,73.2,26.8,59.3,11.9,21.5,13.6,19.2,14.8,47.4,35.1,64.9,85.5,14.5,44.9,55.1
178,J.J. Barea,DAL,34,69,23,46,23.2,54.6,45.4,46.9,9.5,43.1,12.1,10,18.4,37.5,15.4,84.6,62.6,37.4,33.3,66.7
178,Darren Collison,IND,30,69,39,30,29.3,67.9,32.1,51.5,25,33.7,21.5,14.9,21.3,26.4,29.5,70.5,80.2,19.8,44.9,55.1
178,Ersan Ilyasova,PHI,31,69,36,33,25.1,58.7,41.3,49.6,11.7,36.4,8,14,14.5,37.9,75.3,24.7,96.7,3.3,82.3,17.7
178,Al-Farouq Aminu,POR,27,69,40,29,30,41.8,58.2,32.6,1.9,58.2,8.5,9.2,17.1,30.7,48.6,51.4,96,4,74.3,25.7
178,Royce O'Neale,UTA,25,69,43,26,16.7,58.5,41.5,45.5,4.1,36.7,20.7,17.8,21.3,41.4,50,50,85.7,14.3,62.5,37.5
178,Zaza Pachulia,GSW,34,69,47,22,14.1,99.6,0.4,79.9,7.5,0,12.6,20.1,9.7,72.4,81.9,18.1,0,0,81.9,18.1
178,Eric Gordon,HOU,29,69,55,14,31.2,37.3,62.7,31.7,1.9,52.6,10.8,15.7,11.9,29.8,38.6,61.4,84.9,15.1,62.9,37.1
178,Josh Huestis,OKC,26,69,43,26,14.2,36.8,63.2,34,2.5,62.3,11.9,3.8,18.2,31.4,55.6,44.4,100,0,80,20
178,Delon Wright,TOR,26,69,49,20,20.8,64.6,35.4,52.3,2.2,30.3,20.4,17.5,21.6,50.1,24.8,75.2,78.6,21.4,39.8,60.2
178,Shelvin Mack,ORL,28,69,21,48,19.8,66.4,33.6,55,8,30.4,14.4,14.6,17.3,46.9,32.3,67.7,68.8,31.3,42.1,57.9
193,Kevin Durant,GSW,29,68,49,19,34.2,66.2,33.8,51,21.7,29,16.3,20,14.2,29.4,48.8,51.2,68.8,31.2,54.3,45.7
193,Trevor Booker,IND,30,68,36,32,17,90.4,9.6,79,5.6,5.6,11.4,15.4,17.1,73.4,59.8,40.2,100,0,61.6,38.4
193,Lauri Markkanen,CHI,21,68,23,45,29.7,53.5,46.5,44.3,10.1,42.1,10,13.6,13.9,34.3,64.2,35.8,96.6,3.4,76.7,23.3
193,Justise Winslow,MIA,22,68,33,35,24.7,73.6,26.4,59.7,4.9,27.8,10,12.5,17.6,54.8,46.8,53.2,100,0,59.4,40.6
193,Justin Jackson,SAC,23,68,21,47,22.2,55.8,44.2,56.5,16.8,37.7,15.2,5.7,15.5,39.7,71.1,28.9,100,0,80,20
193,Rondae Hollis-Jefferson,BKN,23,68,26,42,28.2,92.5,7.5,69.6,16.9,4.1,12.7,26.3,10.1,52.6,55.3,44.7,100,0,57,43
199,Trevor Ariza,HOU,32,67,51,16,33.9,29,71,25.1,0.3,65.2,23.8,9.7,21.5,24.8,59.2,40.8,95.3,4.7,82.1,17.9
199,Eric Moreland,DET,26,67,32,35,12,100,0,92.3,2.8,0,10.5,7.7,8.4,89.5,71.2,28.8,0,0,71.2,28.8
199,Dwyane Wade,MIA,36,67,37,30,22.9,83.7,16.3,69.8,18.6,12.5,10.2,17.6,13.7,51.2,40.1,59.9,53.1,46.9,41.5,58.5
199,Isaiah Taylor,ATL,23,67,18,49,17.4,79.5,20.5,64.3,4.9,13.5,16.4,22.2,16,59.3,26.6,73.4,75,25,32.5,67.5
199,Gary Harris,DEN,23,67,37,30,34.4,56.6,43.4,48.5,10.1,40,17.7,11.5,19.1,38.5,57.7,42.3,89.1,10.9,68.9,31.1
199,George Hill,CLE,32,67,28,39,27,60,40,45.3,12.6,38.2,12.4,16.5,12.7,32.7,31.8,68.2,75.3,24.7,47.5,52.5
199,Dennis Schroder,ATL,24,67,21,46,31,77.1,22.9,65.2,23.8,17.5,7.9,17.3,19,41.4,19.3,80.7,56.6,43.4,25,75
199,Nemanja Bjelica,MIN,30,67,38,29,20.5,50.7,49.3,41.9,0.9,50.2,10.4,7.9,15.6,41,60,40,93.4,6.6,74.9,25.1
207,Ryan Anderson,HOU,30,66,52,14,26.1,29.4,70.6,24.6,8.4,63.7,7.5,11.7,16.9,16.2,34.2,65.8,99.2,0.8,75.4,24.6
207,Tyler Zeller,MIL,28,66,27,39,16.8,91.6,8.4,80.3,3.2,6.8,6.1,12.9,11.8,77.1,75.7,24.3,100,0,77,23
207,Mario Chalmers,MEM,32,66,21,45,21.5,56.9,43.1,45.4,9.9,31.4,12,23.3,20.7,35.5,27.8,72.2,83,17,45.2,54.8
207,Zach Collins,POR,20,66,41,25,15.8,60.9,39.1,54.8,10.3,36,4.5,9.2,8.9,44.5,65,35,97.1,2.9,74.8,25.2
207,Larry Nance Jr.,CLE,25,66,32,34,21.5,97.1,2.9,83.1,11.9,1,12.6,15.9,18.3,71.2,74.4,25.6,100,0,74.6,25.4
207,Kevon Looney,GSW,22,66,45,21,13.8,97.4,2.6,83.1,6.7,1.1,8.2,15.7,14.2,76.4,68.5,31.5,100,0,68.8,31.3
213,TJ Warren,PHX,24,65,18,47,33,91.5,8.5,80.1,19.5,4.7,24,15.2,17.8,60.6,61.7,38.3,100,0,63.1,36.9
213,JaVale McGee,GSW,30,65,45,20,9.5,97.3,2.7,87.7,7.7,0,14.5,12.3,15.8,80,82.4,17.6,0,0,82.4,17.6
213,Garrett Temple,SAC,32,65,23,42,24.8,52.3,47.7,40.2,19,48.8,11.3,11,18.1,21.2,42.7,57.3,88.8,11.2,63.3,36.7
213,Rajon Rondo,NOP,32,65,41,24,26.2,69.6,30.4,67.4,7.8,27.9,18.1,4.7,13.8,59.6,21.5,78.5,70,30,32,68
213,Manu Ginobili,SAS,40,65,39,26,20,58.5,41.5,47.6,6.9,33.3,7.6,19.1,17,40.6,42.3,57.7,79.7,20.3,54.2,45.8
213,Kent Bazemore,ATL,28,65,19,46,27.5,59.5,40.5,42.1,12,38.8,15.3,19.1,23.7,30.1,47.2,52.8,83.3,16.7,60.9,39.1
213,Myles Turner,IND,22,65,39,26,28.2,75.4,24.6,60.4,27.3,20.3,4.8,19.3,12.4,33.1,73.6,26.4,98.2,1.8,78.1,21.9
220,Emmanuel Mudiay,NYK,22,64,29,35,19.4,71.9,28.1,56.8,14.8,25.5,12.8,17.7,12.3,42,30.6,69.4,78.7,21.3,41.7,58.3
220,Robin Lopez,CHI,30,64,23,41,26.4,97.8,2.2,89.4,15.3,1.6,1.9,9,10.1,74.1,73.1,26.9,75,25,73.1,26.9
220,Nicolas Batum,CHA,29,64,27,37,31,57.8,42.2,48.1,25.4,37.3,6.6,14.6,14.7,22.7,38.8,61.2,84.8,15.2,54.4,45.6
220,Alec Burks,UTA,26,64,37,27,16.5,65.7,34.3,49.8,11.3,28.5,11.1,21.7,19.2,38.5,43.1,56.9,66,34,49.4,50.6
220,Brandon Paul,SAS,27,64,38,26,9,57.5,42.5,54.4,4.1,30.6,19,15,26.5,50.3,70,30,93.3,6.7,76.4,23.6
220,Andre Iguodala,GSW,34,64,46,18,25.4,63.4,36.6,59.9,11.5,25.8,24.2,14.3,19.3,48.4,59.1,40.9,84.8,15.2,64.9,35.1
226,Wesley Matthews,DAL,31,63,20,43,33.8,42.3,57.7,32.4,10,57.2,10.1,10.3,13.1,22.4,39.2,60.8,88.2,11.8,65.7,34.3
226,Treveon Graham,CHA,24,63,28,35,16.7,56.1,43.9,41,8.8,44,13.9,15,20.5,32.2,60.7,39.3,97.5,2.5,76,24
226,Ekpe Udoh,UTA,31,63,36,27,12.9,99.2,0.8,74.1,1.2,0,8,25.9,17.9,72.8,68.3,31.7,0,0,68.3,31.7
226,Elfrid Payton,PHX,24,63,13,50,28.7,86.2,13.8,75,7.5,11.3,19.1,13.7,13.7,67.5,20.7,79.3,83.3,16.7,26.4,73.6
226,Malik Monk,CHA,20,63,26,37,13.6,42.8,57.2,33.3,11.9,59.1,10.5,7.6,17.3,21.4,38.6,61.4,62.7,37.3,51.6,48.4
226,Josh Hart,LAL,23,63,27,36,23.2,47.5,52.5,39.5,3.6,47.2,28.8,13.3,21.4,35.9,63.3,36.7,93.6,6.4,76.7,23.3
226,Joel Embiid,PHI,24,63,41,22,30.3,79.7,20.3,61.5,17.9,13.7,2.6,24.8,10.7,43.6,43.9,56.1,92.4,7.6,50.2,49.8
226,Daniel Theis,BOS,26,63,44,19,14.9,75.1,24.9,65.3,10.9,16.3,3,18.4,8.5,54.4,75.9,24.1,100,0,79.4,20.6
234,Wes Iwundu,ORL,23,62,18,44,16.5,78.9,21.1,73.4,12.2,11.8,20.1,14.8,19.7,61.1,56,44,100,0,60.2,39.8
234,Malik Beasley,DEN,21,62,34,28,9.4,53.9,46.1,45.9,9.2,42.9,17.3,11.2,25,36.7,71.1,28.9,92.9,7.1,79.5,20.5
234,Reggie Bullock,DET,27,62,32,30,27.9,48.5,51.5,40.7,10,53.7,13,5.6,17.2,30.7,81.7,18.3,96.8,3.2,88.8,11.2
234,Deyonta Davis,MEM,21,62,16,46,15.2,100,0,89.4,16.7,0,12.8,10.6,13.9,72.8,77,23,0,0,77,23
