PLAYER,TEAM,GP,POSS,FREQ,PPP,PTS,FGM,FGA,FG%,EFG%,FT FREQ,TO FREQ,SF FREQ,AND ONE FREQ,SCORE FREQ,PERCENTILE
Jonathan Gibson,BOS,4,1.3,19.20%,2,2.5,1,1.3,80,100,0.00%,0.00%,0.00%,0.00%,80.00%,
Gary Payton II,LAL,11,1,22.90%,0.73,0.7,0.3,0.6,42.9,50,18.20%,18.20%,0.00%,0.00%,36.40%,5.2
Chinanu Onuaku,HOU,1,2,25.00%,1,2,1,1,100,100,0.00%,50.00%,0.00%,0.00%,50.00%,
Kendrick Perkins,CLE,1,1,25.00%,0,0,0,0,0,0,0.00%,100.00%,0.00%,0.00%,0.00%,
Damyean Dotson,NYK,44,0.8,20.00%,1.03,0.9,0.3,0.7,46.9,48.4,13.50%,8.10%,13.50%,8.10%,45.90%,36.3
Cheick Diallo,NOP,52,0.5,10.40%,1.42,0.7,0.3,0.4,71.4,71.4,16.70%,4.20%,16.70%,8.30%,70.80%,95
Dante Exum,UTA,14,1.8,20.50%,1.08,1.9,0.4,0.9,46.2,46.2,32.00%,16.00%,24.00%,0.00%,56.00%,49.1
MarShon Brooks,MEM,7,2.9,15.70%,1.3,3.7,1.3,2,64.3,71.4,20.00%,15.00%,20.00%,5.00%,60.00%,86.3
Johnathan Motley,DAL,11,0.9,10.30%,1.2,1.1,0.5,0.7,62.5,62.5,20.00%,0.00%,20.00%,0.00%,70.00%,69.4
Aaron Harrison,DAL,9,1.3,15.00%,0.92,1.2,0.3,1.1,30,40,16.70%,0.00%,16.70%,0.00%,41.70%,17.6
Briante Weber,MEM,5,2.2,34.40%,0.64,1.4,0.6,1.8,33.3,33.3,9.10%,9.10%,0.00%,0.00%,36.40%,2.5
Antonius Cleveland,ATL,4,0.5,15.40%,3,1.5,0.5,0.5,100,150,0.00%,0.00%,0.00%,0.00%,100.00%,
Andre Ingram,LAL,2,4,38.10%,1.13,4.5,1.5,3,50,66.7,12.50%,25.00%,12.50%,12.50%,37.50%,
Jalen Jones,DAL,12,0.8,11.50%,0.44,0.3,0.1,0.6,14.3,14.3,22.20%,0.00%,22.20%,0.00%,33.30%,
Jack Cooley,SAC,7,0.1,2.40%,3,0.4,0.1,0.1,100,100,100.00%,0.00%,100.00%,100.00%,100.00%,
Nigel Hayes,SAC,5,0.6,10.00%,1,0.6,0.2,0.6,33.3,50,0.00%,0.00%,0.00%,0.00%,33.30%,
Marquis Teague,MEM,3,1,14.30%,1,1,0.3,0.7,50,50,66.70%,0.00%,33.30%,33.30%,33.30%,
Josh Magette,ATL,17,0.2,6.80%,0,0,0,0.1,0,0,0.00%,75.00%,0.00%,0.00%,0.00%,
Brandon Jennings,MIL,14,1.4,21.30%,0.75,1.1,0.4,1.1,37.5,46.9,0.00%,20.00%,0.00%,0.00%,30.00%,5.9
Damion Lee,ATL,15,2.5,21.30%,1.16,2.9,1.1,2.1,53.1,56.3,15.80%,5.30%,13.20%,5.30%,55.30%,60.3
Davon Reed,PHX,21,0.8,18.30%,0.59,0.5,0.1,0.6,16.7,25,11.80%,17.60%,11.80%,0.00%,23.50%,1.8
Rodney Purvis,ORL,16,1.6,21.30%,1.08,1.8,0.7,1.4,50,56.8,7.70%,7.70%,7.70%,0.00%,50.00%,48.5
Rodney McGruder,MIA,18,1.1,23.50%,1.47,1.6,0.6,0.9,64.7,79.4,5.30%,5.30%,5.30%,0.00%,63.20%,97.3
Xavier Rathan-Mayes,MEM,5,1.2,10.50%,0.67,0.8,0.2,0.4,50,50,33.30%,33.30%,16.70%,0.00%,50.00%,
Cedi Osman,CLE,61,1,25.00%,1.25,1.2,0.5,0.7,71.1,74.4,16.90%,11.90%,13.60%,5.10%,61.00%,78.8
Travis Wear,LAL,17,1,20.70%,0.65,0.6,0.2,0.9,26.7,30,5.90%,5.90%,0.00%,0.00%,29.40%,2.9
Troy Williams,NYK,17,2.1,27.90%,1.22,2.6,0.9,1.4,66.7,68.8,27.80%,13.90%,22.20%,8.30%,61.10%,73.6
Glenn Robinson III,IND,22,0.7,16.50%,0.8,0.5,0.2,0.6,30.8,34.6,13.30%,0.00%,13.30%,0.00%,40.00%,8.6
Bruno Caboclo,SAC,10,0.5,14.30%,0.2,0.1,0,0.3,0,0,20.00%,20.00%,0.00%,0.00%,20.00%,
Jaylen Morris,ATL,6,0.8,13.50%,0.8,0.7,0.3,0.8,40,40,0.00%,0.00%,0.00%,0.00%,40.00%,
Shaquille Harrison,PHX,23,2.1,29.40%,1.25,2.6,1.1,1.8,63.4,63.4,16.70%,4.20%,16.70%,6.30%,64.60%,77.7
Cameron Payne,CHI,25,1.9,18.30%,1.23,2.3,0.9,1.4,61.1,75,6.40%,19.10%,4.30%,2.10%,51.10%,75.2
Andrew White III,ATL,15,0.9,17.10%,1.14,1.1,0.4,0.9,42.9,57.1,0.00%,0.00%,0.00%,0.00%,42.90%,57.9
Emeka Okafor,NOP,26,0.5,11.90%,0.93,0.5,0.2,0.5,46.2,46.2,7.10%,7.10%,7.10%,7.10%,42.90%,19.5
Joe Young,IND,53,0.8,18.80%,0.6,0.5,0.2,0.6,30,30,11.90%,19.00%,7.10%,2.40%,31.00%,2
Monte Morris,DEN,2,1,25.00%,1,1,0.5,0.5,100,100,0.00%,50.00%,0.00%,0.00%,50.00%,
Kyle Collinsworth,DAL,33,0.4,10.00%,1,0.4,0.2,0.3,55.6,55.6,21.40%,14.30%,21.40%,0.00%,57.10%,30.3
Luke Kornet,NYK,20,0.6,8.50%,1.58,1,0.4,0.6,58.3,79.2,0.00%,0.00%,0.00%,0.00%,58.30%,98.9
Isaiah Hicks,NYK,18,0.7,12.40%,1.25,0.8,0.4,0.5,77.8,77.8,8.30%,16.70%,8.30%,0.00%,66.70%,77.7
Josh Gray,PHX,5,1,9.40%,0,0,0,0.8,0,0,0.00%,20.00%,0.00%,0.00%,0.00%,
Tyler Dorsey,ATL,56,1.2,15.00%,0.85,1,0.3,1,33.3,41.2,11.90%,4.50%,9.00%,1.50%,37.30%,11.5
Khem Birch,ORL,42,0.3,6.80%,0.83,0.2,0.1,0.2,44.4,44.4,16.70%,8.30%,16.70%,0.00%,50.00%,10.4
Jabari Parker,MIL,31,2.4,18.60%,1.16,2.8,1.2,1.9,63.8,68.1,9.30%,16.00%,9.30%,2.70%,54.70%,60.8
Ivan Rabb,MEM,36,0.6,9.90%,1.2,0.7,0.3,0.4,68.8,68.8,5.00%,15.00%,5.00%,0.00%,60.00%,69.4
James Webb III,BKN,10,0.6,21.40%,0.83,0.5,0.2,0.5,40,50,0.00%,16.70%,0.00%,0.00%,33.30%,
Trey Burke,NYK,36,1.8,14.40%,1.18,2.1,0.9,1.6,57.9,62.3,7.70%,9.20%,7.70%,4.60%,53.80%,65.5
James Young,PHI,6,0.5,16.70%,0.67,0.3,0,0.2,0,0,66.70%,0.00%,66.70%,0.00%,66.70%,
Ryan Arcidiacono,CHI,24,0.6,24.60%,0.79,0.5,0.2,0.4,44.4,55.6,7.10%,28.60%,7.10%,0.00%,35.70%,7.7
Sterling Brown,MIL,53,1.4,30.30%,0.95,1.3,0.5,1.2,41.9,49.2,6.80%,9.60%,5.50%,1.40%,41.10%,20.9
Myke Henry,MEM,20,1.2,18.20%,0.54,0.7,0.3,0.8,31.3,34.4,8.30%,25.00%,4.20%,0.00%,29.20%,1.1
Alex Caruso,LAL,37,0.9,19.50%,0.97,0.9,0.2,0.4,56.3,62.5,24.20%,30.30%,18.20%,3.00%,48.50%,24.8
Alec Peters,PHX,20,0.7,17.10%,0.93,0.7,0.3,0.7,38.5,50,0.00%,7.10%,0.00%,0.00%,35.70%,19.5
Zach LaVine,CHI,24,3,16.10%,0.93,2.8,1,2.2,45.3,47.2,15.50%,12.70%,15.50%,2.80%,46.50%,20.3
Milton Doyle,BKN,10,0.8,14.80%,0.88,0.7,0.3,0.8,37.5,43.8,12.50%,0.00%,12.50%,12.50%,37.50%,
Tyrone Wallace,LAC,30,3.2,28.80%,1.02,3.2,1.1,2.2,52.3,53.1,21.10%,11.60%,16.80%,1.10%,54.70%,35.1
Dwight Buycks,DET,29,1,11.30%,1.14,1.1,0.4,0.8,59.1,61.4,10.30%,13.80%,10.30%,0.00%,55.20%,56.9
Isaiah Thomas,CLE,15,2.4,13.70%,0.72,1.7,0.5,2.1,25.8,33.9,8.30%,5.60%,8.30%,0.00%,30.60%,5
Wayne Selden,MEM,35,1.7,16.60%,1.24,2.1,0.8,1.2,62.8,69.8,17.20%,15.50%,17.20%,6.90%,56.90%,76.1
Gerald Green,HOU,41,2.1,18.90%,1.18,2.5,0.8,1.9,43.4,59.2,9.10%,5.70%,8.00%,1.10%,45.50%,64.9
Jamel Artis,ORL,15,0.6,9.70%,0.44,0.3,0.1,0.5,12.5,12.5,11.10%,0.00%,11.10%,0.00%,22.20%,
Zach Collins,POR,66,0.2,4.10%,1.73,0.4,0.2,0.2,83.3,91.7,20.00%,6.70%,20.00%,6.70%,80.00%,100
Davis Bertans,SAS,77,0.8,14.60%,1.43,1.1,0.4,0.7,57.4,72.2,8.20%,4.90%,6.60%,1.60%,57.40%,95.7
Danuel House,PHX,23,1.7,25.80%,1.36,2.3,0.9,1.2,71.4,76.8,20.50%,12.80%,20.50%,5.10%,66.70%,91.2
Isaiah Canaan,PHX,19,1.2,12.20%,1.3,1.6,0.5,0.8,60,76.7,21.70%,13.00%,17.40%,0.00%,56.50%,87.1
Kobi Simmons,MEM,32,1.7,22.00%,1.02,1.7,0.8,1.3,59.5,60.7,5.60%,20.40%,5.60%,3.70%,48.10%,34.7
Torrey Craig,DEN,39,0.9,20.00%,0.71,0.6,0.2,0.5,35,37.5,22.90%,17.10%,20.00%,0.00%,40.00%,4.5
Nik Stauskas,BKN,35,0.9,17.40%,0.78,0.7,0.2,0.7,34.8,43.5,9.40%,18.80%,6.30%,0.00%,34.40%,7.4
C.J. Williams,LAC,38,1.1,18.50%,0.9,1,0.4,1,36.8,43.4,7.10%,2.40%,7.10%,0.00%,40.50%,16.5
Wes Iwundu,ORL,62,1,23.00%,1.02,1,0.4,0.8,50,51,14.50%,8.10%,16.10%,1.60%,51.60%,34.1
Kawhi Leonard,SAS,10,2.2,15.40%,1.05,2.3,0.7,1.4,50,53.6,22.70%,13.60%,22.70%,0.00%,54.50%,40.3
Nikola Mirotic,CHI,25,1.6,11.10%,0.93,1.5,0.6,1.3,43.8,54.7,4.90%,19.50%,4.90%,2.40%,36.60%,18.9
Quinn Cook,GSW,33,2,22.20%,1.17,2.3,0.9,1.7,51.8,58.9,10.80%,4.60%,6.20%,1.50%,53.80%,63.5
Royce O'Neale,UTA,68,1.4,25.50%,1.12,1.6,0.5,1,47.9,54.2,17.90%,10.50%,17.90%,3.20%,50.50%,54.5
Miles Plumlee,ATL,55,0.3,5.50%,1.27,0.3,0.2,0.2,75,75,13.30%,6.70%,13.30%,0.00%,66.70%,81.7
Jamil Wilson,LAC,15,0.9,14.30%,1,0.9,0.3,0.7,50,60,7.70%,15.40%,7.70%,0.00%,46.20%,30.3
Montrezl Harrell,LAC,76,1.8,19.90%,1.4,2.6,1,1.5,71.2,71.6,24.30%,5.70%,21.40%,9.30%,70.70%,94.6
Tyler Cavanaugh,ATL,39,0.5,11.40%,1.2,0.6,0.2,0.4,47.1,64.7,5.00%,10.00%,5.00%,0.00%,45.00%,69.4
JaKarr Sampson,SAC,22,0.6,14.60%,0.93,0.6,0.2,0.5,45.5,50,14.30%,7.10%,14.30%,0.00%,50.00%,19.5
Sam Dekker,LAC,73,1,23.30%,1.2,1.2,0.5,0.8,63.2,64,17.60%,8.10%,17.60%,2.70%,63.50%,70.5
Trey Lyles,DEN,73,0.9,9.90%,1,0.9,0.3,0.7,47.2,51.9,13.40%,13.40%,13.40%,4.50%,46.30%,30.3
Meyers Leonard,POR,14,0.2,5.40%,1.33,0.3,0.1,0.2,66.7,66.7,0.00%,0.00%,0.00%,0.00%,66.70%,
Tony Parker,SAS,55,1.1,12.20%,1.13,1.2,0.4,0.7,53.7,57.3,23.30%,10.00%,15.00%,1.70%,58.30%,56.5
Noah Vonleh,POR,33,0.2,6.50%,0.5,0.1,0,0.2,16.7,16.7,25.00%,0.00%,12.50%,0.00%,37.50%,
Deyonta Davis,MEM,62,0.4,8.40%,1.19,0.5,0.3,0.4,72.7,72.7,7.40%,14.80%,3.70%,3.70%,59.30%,66.1
Willy Hernangomez,CHA,22,0.3,5.80%,1.57,0.5,0.2,0.3,71.4,78.6,0.00%,0.00%,0.00%,0.00%,71.40%,
Bismack Biyombo,ORL,82,0.3,5.10%,1.27,0.4,0.2,0.2,75,75,15.40%,19.20%,15.40%,11.50%,61.50%,82.2
Jose Calderon,CLE,57,0.5,12.60%,1.17,0.6,0.2,0.4,54.5,72.7,6.70%,20.00%,3.30%,0.00%,46.70%,62.5
Joel Bolomboy,MIL,2,0.5,14.30%,2,1,0.5,0.5,100,100,0.00%,0.00%,0.00%,0.00%,100.00%,
Juancho Hernangomez,DEN,25,0.6,15.90%,0.93,0.5,0.2,0.4,55.6,61.1,7.10%,28.60%,7.10%,0.00%,42.90%,19.5
Eric Moreland,DET,67,0.3,10.90%,1.32,0.4,0.2,0.2,80,80,15.80%,10.50%,10.50%,5.30%,68.40%,88.5
Channing Frye,LAL,9,0.3,6.30%,1,0.3,0.1,0.3,33.3,50,0.00%,0.00%,0.00%,0.00%,33.30%,
Rajon Rondo,NOP,66,2.1,20.90%,0.82,1.7,0.8,1.5,51.5,53.5,3.60%,24.60%,3.60%,0.70%,39.10%,9.7
Antonio Blakeney,CHI,19,2.4,26.50%,1.2,2.8,1.1,2.1,53.8,60.3,11.10%,4.40%,11.10%,2.20%,55.60%,69.4
Dakari Johnson,OKC,6,0.5,14.30%,1.67,0.8,0.2,0.2,100,100,66.70%,0.00%,66.70%,0.00%,100.00%,
JaMychal Green,MEM,55,1.2,10.90%,1.21,1.5,0.5,0.8,61.4,65.9,22.40%,11.90%,20.90%,0.00%,61.20%,71.6
Nicolas Batum,CHA,64,1,8.10%,1.07,1.1,0.4,0.7,55.3,61.7,11.90%,20.90%,9.00%,3.00%,47.80%,48
Omri Casspi,GSW,53,1,18.70%,1.39,1.3,0.5,0.8,70,72.5,17.60%,7.80%,17.60%,3.90%,66.70%,93.7
Jonas Jerebko,UTA,74,0.9,17.30%,1.1,1,0.4,0.8,50,54.3,11.80%,4.40%,10.30%,1.50%,51.50%,52.3
Jawun Evans,LAC,48,1.4,20.90%,0.75,1,0.4,1,36,38,13.40%,16.40%,11.90%,4.50%,35.80%,5.6
Ben McLemore,MEM,56,1.4,16.90%,1.05,1.5,0.6,1.1,50.8,59.8,11.50%,12.80%,9.00%,2.60%,46.20%,42.3
Malik Monk,CHA,11,1.3,10.50%,1.43,1.8,0.7,1.2,61.5,69.2,7.10%,0.00%,7.10%,0.00%,64.30%,87.6
Malik Beasley,DEN,56,0.9,24.20%,1.02,0.9,0.4,0.7,48.8,53.7,14.00%,8.00%,14.00%,4.00%,50.00%,34.6
Richaun Holmes,PHI,48,0.9,14.50%,1.38,1.2,0.5,0.7,69.7,69.7,21.40%,7.10%,21.40%,7.10%,69.00%,93
Bobby Portis,CHI,73,1.3,9.70%,1.26,1.6,0.6,1,62.7,65.3,16.80%,11.60%,14.70%,7.40%,58.90%,81.3
Isaiah Whitehead,BKN,16,1,13.60%,0.81,0.8,0.3,0.8,38.5,38.5,12.50%,6.30%,12.50%,0.00%,43.80%,8.8
Michael Carter-Williams,CHA,52,0.7,11.40%,0.86,0.6,0.2,0.5,33.3,37.5,24.30%,16.20%,18.90%,5.40%,40.50%,13.1
Jahlil Okafor,PHI,2,0.5,7.10%,0,0,0,0,0,0,0.00%,100.00%,0.00%,0.00%,0.00%,
Jared Dudley,PHX,48,0.7,21.10%,0.69,0.5,0.2,0.5,32,38,8.60%,22.90%,5.70%,2.90%,28.60%,3.6
Kevon Looney,GSW,66,0.4,10.00%,1.27,0.5,0.2,0.3,70.6,70.6,38.50%,7.70%,34.60%,11.50%,69.20%,82.2
Bryn Forbes,SAS,79,1.2,16.60%,1.14,1.3,0.5,1.1,45.8,57.8,6.50%,7.50%,6.50%,3.20%,44.10%,57.4
Marcus Morris,BOS,53,1.6,11.60%,1.02,1.6,0.5,1.2,41,50,16.70%,13.10%,16.70%,2.40%,42.90%,35.6
Cody Zeller,CHA,33,0.5,6.70%,1.6,0.7,0.2,0.3,88.9,88.9,40.00%,6.70%,40.00%,6.70%,86.70%,99.1
Salah Mejri,DAL,61,0.3,9.80%,1.2,0.4,0.2,0.2,83.3,83.3,15.00%,30.00%,10.00%,5.00%,60.00%,69.4
Markieff Morris,WAS,73,1.1,9.20%,1.27,1.4,0.5,0.8,58.3,68.3,16.30%,11.30%,16.30%,2.50%,57.50%,83.8
Patrick McCaw,GSW,56,0.8,15.80%,1.07,0.8,0.3,0.6,53.1,57.8,15.90%,18.20%,13.60%,6.80%,47.70%,46.4
