PLAYER,TEAM,AGE,FGM,FGA,FG%,FGM,FGA,FG%,FGM,FGA,FG%,FGM,FGA,FG%,FGM,FGA,FG%,FGM,FGA,FG%
Klay Thompson,GSW,28,13,21.4,60.8,2.4,7,34.6,2.2,6.2,36,2.5,6.3,39.5,3.5,9.9,35,4.8,13.4,35.9
Kobi Simmons,MEM,20,8.1,12.3,65.7,1.2,3.4,36.2,1.4,2.8,49.5,1.3,3.1,42.3,3,6,49.2,2.7,7.5,35.9
Kosta Koufos,SAC,29,6.7,11.2,59.8,1.5,3.6,40.6,1.1,2.7,41.3,1.1,2.9,38.6,2.5,6.4,39.6,2.7,7,38.6
Kris Dunn,CHI,24,11.8,18.2,65,1.7,4.1,40.8,1.7,3.9,42.2,1.9,4.7,41.1,3.9,10,39.3,4.3,11.4,37.7
Kristaps Porzingis,NYK,22,11.1,19.8,56.3,1.7,5,34.5,1.9,4.2,45.5,2.1,5.4,39.5,4.3,11,38.7,4.6,13.1,35.2
Kyle Anderson,SAS,24,9.7,16.5,58.9,1.9,4.9,39.4,2,4.8,42.2,2.3,5.5,42.1,2.3,6.9,33.7,2.9,8,36.5
Kyle Collinsworth,DAL,26,4.8,7.6,63.3,1.4,3.1,44.7,1.3,2,63.6,1.1,2.7,40.7,2,5.2,39.4,2.2,6.6,33.8
Kyle Korver,CLE,37,7.9,13,60.5,1.3,3.2,39.2,1.6,3.7,43,1.2,3.6,34.9,2.5,6.1,40.4,3.1,9.3,33.7
Kyle Kuzma,LAL,22,12.7,20.9,60.9,2.4,5.8,41.3,1.8,4.5,39.7,2.3,5.6,40.5,3,8.6,34.7,4.3,12.1,35.3
Kyle Lowry,TOR,32,11.7,20.1,58.2,2.1,6.3,33.9,2.5,6,41.7,2.6,6.3,41.8,2.7,7.5,36.2,4.2,11.1,38.2
Kyle O'Quinn,NYK,28,5.9,10.6,55.6,1.2,2.6,46.3,1,2.5,39.4,1.4,3.4,40.3,2.4,6,39.4,2.4,6.4,37.4
Kyle Singler,OKC,30,1.7,2.6,65.4,0.4,1.3,30,0.3,0.7,50,0.2,0.9,22.2,0.5,2.1,26.1,0.7,2.1,34.8
Kyrie Irving,BOS,26,12.1,20,60.6,2,5.6,35.3,1.8,5.1,35.9,2.5,6.5,38.8,3.3,8.3,40.2,3.7,12,30.6
LaMarcus Aldridge,SAS,32,11,18.8,58.4,2.3,6.4,36.4,2.6,5.8,44.6,2.9,7,42.1,3.2,9,36.1,3.7,10.3,36.2
Lance Stephenson,IND,27,8.6,12.9,66.5,1.5,3.5,43.6,1.2,2.9,41.7,2,4.3,46.9,2.1,5.2,40,3.2,9.8,33
Lance Thomas,NYK,30,6.7,11.1,60.1,1.2,2.6,46.3,1,2.4,41.6,1.2,3.1,37.1,2.3,5.9,39.5,2.5,7,35.9
Langston Galloway,DET,26,5,8.1,61.8,1.1,2.8,39.4,0.7,2,32.5,0.9,2.6,35.1,1.6,4.2,37.7,2,5.9,33
Larry Drew II,NOP,28,2.6,4.1,63.4,1,2.1,47.1,0.4,1,44.4,0.4,1,44.4,0.1,1.7,6.7,1.8,3.2,56.3
Larry Nance Jr.,CLE,25,8.7,14.1,62,1.4,3.5,39,1.5,3.2,45.3,1.3,3.7,35.7,1.9,5.9,32.9,3.1,8.4,36.5
Lauri Markkanen,CHI,21,11.6,18.3,63.5,1.8,4.5,40,1.7,4,41.5,2.2,4.9,45.3,3.9,10.1,38.4,4.1,11.1,37.5
LeBron James,CLE,33,14.7,23.1,63.7,2.5,6.2,40.9,2.3,5.4,43.4,2.8,6.5,43.6,4.3,10.4,41.9,5.5,15.1,36.7
London Perrantes,CLE,23,3.3,4.1,80.5,0.8,1.1,66.7,0.7,0.9,83.3,0.1,1.1,11.1,0.6,1.4,42.9,0.8,2.1,37
Lonzo Ball,LAL,20,13.7,22.8,60.1,2.8,6.9,41.1,2.1,5.2,40.5,2.4,6.1,39.5,3.2,9.2,34.9,4.8,13.5,35.7
Lorenzo Brown,TOR,27,2.6,4.6,55.4,1,3.1,32.5,0.9,1.9,47.8,0.4,1.7,25,0.8,3,25,1.1,3.6,30.2
Lou Williams,LAC,31,13,20.9,62.1,2.1,5.4,39.2,2.2,4.8,45.1,2.5,6.6,37.8,3.9,10.2,38.2,4.2,11.9,35.2
Luc Mbah a Moute,HOU,31,9.7,16.4,59,1.9,4.2,44.7,1.4,3.5,39.8,1.2,3.6,33.5,2.9,7.8,37.1,3.3,9.6,34.4
Lucas Nogueira,TOR,25,3,5.8,52,0.8,2,42.1,0.6,1.3,42.9,0.6,1.6,40.3,0.8,2.5,31.7,1,2.9,36
Luis Montero,DET,25,2,3,66.7,0,2,0,0,0.5,0,0,1,0,3,3,100,0,1,0
Luke Babbitt,MIA,29,5.1,8.1,63.3,1,2.4,40.3,1.2,2.6,47.1,1.1,2.7,41.6,2.2,5.3,40.8,2.1,5.8,35.7
Luke Kennard,DET,22,6.9,11.4,61.2,1.4,3.8,37.3,1.3,3.1,40.4,1.3,3.1,42.3,2.2,6.1,36.5,2.7,8,33.7
Luke Kornet,NYK,22,6.2,9.8,62.8,1.4,3.4,41.5,1,2.4,41.3,0.9,2.8,34,2.3,5.4,42.6,2.3,6.1,36.9
Luol Deng,LAL,33,7,16,43.8,0,0,0,0,3,0,1,2,50,2,3,66.7,3,7,42.9
Malachi Richardson,TOR,22,4.8,6.9,69.3,0.7,2,34.7,0.5,1.2,40.6,0.5,1.5,32.4,1.8,4.1,45.3,2,5.1,38.3
Malcolm Brogdon,MIL,25,12.1,19.5,62.2,1.4,4.3,33.8,1.5,3.9,37.2,2.1,5.1,41.3,2.6,7,36.7,3.9,9.9,39.4
Malcolm Delaney,ATL,29,6.5,10.3,63.4,0.9,2.7,34.5,1.3,3.1,40.8,1.8,3.6,49.7,2.3,6.3,37.1,2.4,6.5,37.2
Malcolm Miller,TOR,25,3.6,5.4,66.7,0.2,1.1,20,1,1.9,52,1.3,2.4,54.8,0.7,2.4,30.3,0.9,2.9,31.7
Malik Beasley,DEN,21,3.7,6.4,58.5,0.8,2,37,0.8,1.6,48.8,0.8,2,39.1,1.4,3.5,40.8,1.2,3.5,34.9
Malik Monk,CHA,20,5.6,8.4,66.9,1,2.6,38.2,1,2,47.1,1.2,2.8,42.1,1.5,3.9,37.9,2.1,5.5,39.1
Mangok Mathiang,CHA,25,1.8,3,58.3,0.3,0.7,50,0.3,1,33.3,0,1,0,0,1.3,0,0.5,1.3,40
Manu Ginobili,SAS,40,7.3,12,60.7,1.3,3.4,38.1,1.3,3.4,38.9,1.7,4.1,42,2.1,5.4,38.8,2.3,6.4,36.1
MarShon Brooks,MEM,29,11.9,17.6,67.5,1.7,4,42.9,1.7,2.7,63.2,0.6,2,28.6,6,11.9,50.6,2.3,8.3,27.6
Marc Gasol,MEM,33,11.5,18.3,62.6,1.6,4.4,36.4,2,5,39.3,1.8,5.1,34.9,3.9,9.3,42.4,4.6,12.6,36.6
Marcin Gortat,WAS,34,9.8,15.6,62.7,1.5,4,38.8,1.5,4,37.8,2,4.8,41.4,2,5.9,34.5,3.6,10.1,35.4
Marco Belinelli,PHI,32,8.9,14.3,62.6,1.4,3.8,36.2,1.7,4.2,40.4,2,4.7,43,2.8,6.9,39.8,3.3,8.9,37.4
Marcus Georges-Hunt,MIN,24,2.5,3.6,68.9,0.3,0.9,33.3,0.4,0.8,50,0.4,1.1,38.9,1.4,2.9,46.9,0.6,2,28.4
Marcus Morris,BOS,28,10.9,17.5,62.1,1.8,4.6,38.4,1.3,3.9,33.2,2,4.8,41.9,2.6,6.8,39.1,3.2,9.9,32.3
Marcus Paige,CHA,24,2,2.8,71.4,0.3,0.3,100,0.8,1.4,57.1,0.3,1.3,20,0,1,0,0.8,1.6,50
Marcus Smart,BOS,24,10.8,17.9,60.2,1.9,5.4,35.5,1.5,4.1,36.2,2.1,5.9,35.3,2.6,7,37.8,3.6,11.4,31.2
Mario Chalmers,MEM,32,7.8,12.5,61.9,1.1,3.1,34.7,1.2,3.2,35.7,1.1,2.9,37.8,2.4,5.5,44,2.7,8.1,33.6
Mario Hezonja,ORL,23,8.9,14.2,63,1.4,3.9,36,1.3,3,44.9,1.7,4.2,40.3,2.5,6.4,39.3,2.8,8.1,35.1
Markel Brown,HOU,26,5,8,62.5,0,2.7,0,1,1.7,60,0,0.7,0,1,2.5,40,1.3,3.3,38.5
Markelle Fultz,PHI,20,6.5,11.1,58.7,1.3,2.9,43.9,1,2.7,36.8,1.1,3.4,31.9,1.2,4,30.4,2.8,9.1,30.7
Markieff Morris,WAS,28,10.6,16.6,64.1,1.7,4.3,39.9,1.5,4.1,37.6,2,4.8,41.2,2.3,6.6,35.6,3.6,10.5,34.2
Marquese Chriss,PHX,20,8.7,14.2,61.3,1.5,3.6,41.4,1.5,3.4,43.9,1.4,3.7,38.1,2.3,6.6,35.2,2.9,7.3,40.1
Marquis Teague,MEM,25,10.3,15.3,67.4,0.7,2.7,25,1,1.7,60,0.3,1.7,20,5,10,50,2.7,11,24.2
Marreese Speights,ORL,30,4.7,7.4,63.4,0.8,2.6,31.3,1,2,47.5,1.1,3.4,33.9,1.2,3.8,32.1,1.7,5.2,32.3
Marshall Plumlee,MIL,25,3.9,5.7,67.5,0.6,1.8,33.3,0.2,1.6,12.5,0.3,1.7,20,0.8,1.7,50,0.5,2.5,20
Marvin Williams,CHA,32,9.1,14.6,61.9,1.8,4.7,38.6,2.2,5.1,42.3,2.3,5.9,38.7,2.9,7,41.1,3.9,10.7,36.5
Mason Plumlee,DEN,28,7.5,12.6,59.1,1.3,3.7,36.4,1.2,2.9,42.9,1.5,3.4,44.2,2.8,7,40.3,2.3,5.8,39.6
Matt Costello,SAS,24,1.5,2.5,60,1,1.8,57.1,1,1.7,60,0,0.8,0,1.5,3.5,42.9,0.8,2.3,33.3
Matt Williams Jr.,MIA,24,1,2.7,37.5,0,0.7,0,0.5,0.5,100,0,0,0,0,0,0,0,1.3,0
Matthew Dellavedova,MIL,27,7.4,12.3,60.7,1.2,2.9,42.7,1.2,2.8,43.4,1.3,2.9,45.5,1.6,4.1,39.6,2.7,6.9,38.7
Maurice Harkless,POR,25,7.4,13.9,53,1.4,3.3,41.2,1.2,3.3,37.6,1.9,4.3,44.4,2.9,7.2,40.3,2.5,6,42.2
Maxi Kleber,DAL,26,5.7,8.9,64,1.4,3.7,38.8,1.2,2.8,43.9,1.6,3.8,43.9,1.8,4.6,40,2.1,6.2,34.1
Meyers Leonard,POR,26,2.3,3.8,61.2,0.6,1.3,48.6,0.9,1.8,52.1,0.8,1.7,46.9,1.1,2.4,44.6,1,2.7,38.8
Michael Beasley,NYK,29,8.4,14.1,59.3,1.8,3.9,45.9,1.1,3.2,36.1,1.8,4,44.6,2.8,6.9,39.8,2.9,8,36.1
Michael Carter-Williams,CHA,26,5.6,8.8,63.7,1.2,2.7,43.5,1.2,2.6,45.9,1.4,2.8,48.3,1.5,4.2,35.9,2.1,6,35.5
Michael Kidd-Gilchrist,CHA,24,9.1,14.3,63.8,1.8,4.5,40.8,2.1,4.9,42,2.1,5.4,38.6,2.7,6.8,39.6,3.9,10.5,37.4
Mike Conley,MEM,30,10.8,18.8,57.5,1.2,4,29.2,2.3,4.8,48.3,1.7,4.8,35.1,3.1,8.3,37,4.3,13.2,32.3
Mike James,NOP,27,7.3,12,61.1,1.6,3.9,40.4,1.4,3.1,43.4,1.7,4.1,43,2.1,5.3,39.8,2.2,6.8,32.4
Mike Muscala,ATL,26,6.9,11.2,61.9,1,3.1,33.3,1.5,3.8,41.2,1.6,4.1,39.1,2.7,7.3,37.4,3,7.7,39.2
Mike Scott,WAS,29,6.7,10.4,64.1,1.2,3.1,39.2,1,2.3,42,1.4,3.4,41.8,1.8,4.8,37.4,2.8,7.8,35.8
Miles Plumlee,ATL,29,5.7,9.4,60.3,1.3,2.5,54.4,1.2,3.3,36.3,1.7,4,42.1,2.5,6.4,38.8,2.1,5.4,39.2
Milos Teodosic,LAC,31,10.3,16.6,62,1.5,4.2,34.6,1.7,4.1,40.1,2.1,5.4,38.4,2.8,7.8,36.6,3.3,9.3,35.1
Milton Doyle,BKN,24,5.3,8,66.3,1.2,2.5,48,1,2.8,36,0.9,1.9,47.4,1.7,4.7,36.2,1,3.3,30
Mindaugas Kuzminskas,NYK,28,0,0,0,0,1,0,0,1,0,-,-,-,-,-,-,0,1,0
Mirza Teletovic,MIL,32,4.7,9.5,49.5,0.9,2,45,1.8,3.5,51.4,1.6,3.2,50,1.1,3.2,34.4,2.6,6.1,42.6
Monte Morris,DEN,23,3.5,7,50,0.5,1.5,33.3,0.5,2,25,1,1.5,66.7,2,4,50,2.5,6,41.7
Montrezl Harrell,LAC,24,6.4,10.8,59.2,1,3,34.5,1.1,2.5,44.4,1.3,3.5,37.7,2.1,5.3,39,2.2,6.3,35.2
Myke Henry,MEM,25,7.6,11.1,68.8,1.3,2.9,43.9,0.8,1.7,48.5,1.4,2.9,47.4,2.7,6.5,41.1,1.9,6.5,28.7
Myles Turner,IND,22,9.8,16.3,59.8,2.1,4.9,43.7,1.6,3.9,42,2.4,5.4,43.9,2.8,6.9,40.2,4.3,12.3,34.7
Nate Wolters,UTA,27,0.6,1.2,50,0,0,0,0.5,0.5,100,0.5,0.8,66.7,0.5,2,25,1,2.2,45.5
Naz Mitrou-Long,UTA,24,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,0,0,0
Nemanja Bjelica,MIN,30,8.3,12.5,66.4,1.2,3.1,37.6,1.1,2.7,41.8,1.5,3.6,42.5,2.9,7.5,39.1,2.2,6.8,32.9
Nene,HOU,35,4.9,8,61.2,0.9,2.3,38.5,0.6,1.9,32,1,2.4,39.8,1.4,4.5,32,2.1,6,35.5
Nerlens Noel,DAL,24,5.4,8.4,65,1,3,33.7,1.4,2.7,52.6,1.6,3.5,44.1,2,4.9,41.5,2,5.6,34.9
Nick Collison,OKC,37,1.4,2,71.4,0.4,1.5,25,0.5,1.3,40,0.2,0.5,42.9,0.5,1.6,31.8,1.2,2.8,41.2
Nick Young,GSW,33,6.8,11.3,60.6,1.3,3.2,40.1,1.3,2.8,44.1,1.1,3.2,34.7,1.7,4.7,35,2.4,6.6,35.8
Nicolas Batum,CHA,29,11.5,18,63.9,2.4,5.8,41.2,2.5,5.9,42.2,2.9,7,41.3,3.4,8.3,41.1,4.5,12.2,37.2
Nicolas Brussino,ATL,25,1.5,2,75,0,0.5,0,0,1,0,0,0,0,0,0.7,0,0,3,0
Nigel Hayes,SAC,23,5.1,8,63.9,1,2.7,37.5,0.8,1.8,42.9,1.1,2,57.1,1.1,4.6,25,1.3,5.7,23.5
Nik Stauskas,BKN,24,4.4,7.3,60.5,1.4,3,47.1,1.1,2.7,41.9,1.3,2.9,43.6,1.4,4.1,35,1.2,4,30.9
Nikola Jokic,DEN,23,12.3,19.6,62.7,2.4,6,39.2,2.1,5,42.1,2.4,5.5,43.6,4.6,12,38.5,3.5,9.1,37.9
Nikola Mirotic,NOP,27,11.1,18.2,60.9,2,4.9,40.3,1.7,4.2,39.8,1.9,4.9,38.1,2.8,8,35.5,3.8,11,34.6
Nikola Vucevic,ORL,27,12.4,19.5,63.7,2,5.4,36.4,1.8,4.6,39.6,2.1,5.3,40,3.4,8.6,39.5,3.7,10.2,36
Noah Vonleh,CHI,22,5.3,9.4,56.7,1.2,2.5,48.8,1,2.7,36.1,1.5,3.1,47.2,2.3,5.5,42.2,1.9,6.4,30.2
Norman Powell,TOR,25,6,10,59.7,1,3.2,32.4,1.2,2.8,41.7,1.1,2.6,42.8,1.5,3.9,39,1.9,4.9,38.4
OG Anunoby,TOR,20,7.9,13.8,57.1,1.5,3.9,38.7,1.6,3.7,44.5,1.7,4,41.6,1.4,4.4,32.6,2.4,6.6,36.6
Okaro White,CLE,25,6.4,11.2,57.1,1.3,3,44.4,1.2,3,40,0.6,1.8,33.3,0.8,4.4,18.2,2.2,4.8,45.8
Omari Johnson,MEM,29,6.5,10.5,61.9,1,2,50,1,1.8,57.1,0.8,1.8,42.9,4.8,9.3,51.4,2,6.3,32
Omer Asik,CHI,31,3.6,5.6,64.4,0.8,1.5,50,0.8,2.1,36.1,0.8,2.1,36.1,1.9,4.1,46.4,1.6,3.6,43.8
Omri Casspi,GSW,30,5.6,9.5,59,1.2,3.1,37.5,0.7,2.2,31.8,1,2.8,35.9,1.5,3.7,40.3,1.6,5.1,31.3
Otto Porter Jr.,WAS,25,12,19.1,63,1.9,4.9,40.1,1.8,4.8,36.7,2.5,5.8,43,2.8,7.7,36.7,4.1,12.5,33.2
PJ Dozier,OKC,21,1.5,2,75,-,-,-,0,1,0,-,-,-,0,1.5,0,0,0,0
PJ Tucker,HOU,33,10.6,16.9,62.9,2,4.7,43.2,1.6,4.2,38.9,1.6,4,39.4,3,8,36.7,3.5,10.5,33.8
Pascal Siakam,TOR,24,7.5,13.1,57.4,1.4,4.3,31.8,1.4,3.2,44.1,1.2,3.1,38.2,1.7,4.6,37.2,2.5,6.8,36.8
Pat Connaughton,POR,25,5.5,10.4,53.3,1.2,2.7,46.2,1.2,3.3,36.3,1.7,3.7,46.3,2.3,5.8,39.7,2,5.7,34.7
Patrick Beverley,LAC,29,8.2,14.8,55.2,2,4.4,45.8,2.1,5.2,40.4,3,7.3,41.3,4.2,9.2,45.5,4.2,11.1,37.7
Patrick McCaw,GSW,22,7.4,12.1,61,1.3,3.4,37.1,1.3,2.9,42.4,1.3,3.2,40.8,1.8,4.4,40.2,2.1,6,35
Patrick Patterson,OKC,29,6,10.2,58.6,0.8,2.5,31.7,1,2.1,46,0.8,1.9,44.7,1.9,5.4,35.2,1.8,4.6,39.6
Patty Mills,SAS,29,9.6,15.6,61.6,1.9,4.8,39.9,1.8,4.3,41.6,2,4.9,41.5,2.5,6.8,36.3,2.9,8,36.6
Pau Gasol,SAS,37,7.9,13.8,57.3,1.9,4.5,40.9,1.9,4.4,42.4,2.1,5.2,40.7,2.4,6.7,35.4,2.9,7.9,37
Paul George,OKC,28,13.8,22.4,61.8,2.2,5.8,37.5,2.2,5.1,42.1,1.8,4.9,37.9,5.4,14.1,38.2,4.1,11.1,37.4
Paul Millsap,DEN,33,11.4,19,59.8,2.5,6.2,40.4,1.9,4.4,43.7,1.8,4.7,38.8,4,10.9,36.5,3.7,9.1,40.7
Paul Zipser,CHI,24,6.5,10.1,64.5,0.8,2,37.9,1,2.3,44.9,1,2.4,42.5,1.9,5,38,2.1,5.8,36.2
Quincy Acy,BKN,27,6,10.4,57.9,1.8,4.1,43.2,1.5,3.7,41.9,1.9,4.6,41.9,2.7,6.4,41.8,2.2,5.9,37.8
Quincy Pondexter,CHI,30,2.7,4,69.2,0.6,1.1,52.6,0.6,1.8,35.7,0.5,1.4,34.5,1.5,3.1,47.8,1.1,3.6,31.3
Quinn Cook,GSW,25,9,14.9,60.7,1.9,4.5,42.6,1.7,3.9,42.3,1.7,4.4,38.2,2.7,6.9,39.7,3,8.3,35.7
RJ Hunter,HOU,24,2.8,5.3,52.4,1.7,3.7,45.5,1,1.3,75,1,2,50,1.3,5,25,1,4.2,23.8
Rajon Rondo,NOP,32,10.5,17.3,60.4,1.9,4.8,39.9,1.8,4.5,40.5,2.4,5.8,40.3,2.8,7.8,35.5,3.9,10.6,36.7
Ramon Sessions,WAS,32,6.3,9.4,66.5,1,2.3,45.8,0.5,1.6,28.6,0.9,2.2,41.8,1.6,4.4,37,1.7,5,34.5
Rashad Vaughn,ORL,21,3.6,6.2,57.8,0.7,1.7,38.2,0.4,0.8,42.9,0.8,1.9,42.5,0.8,2.3,34.8,1,3,34.3
Raul Neto,UTA,26,3.5,6.5,54.3,1,2.8,33.6,1,2.2,46.7,0.7,1.8,38.4,1.3,3.6,36.7,1.1,3.8,29
Raymond Felton,OKC,34,6.1,10.6,57.9,0.9,2.8,31.3,1,2.2,44.1,0.9,1.9,44.3,2.1,5.9,34.9,1.9,4.7,39.6
Reggie Bullock,DET,27,10.2,16.1,63.7,1.8,5.3,34.8,1.6,4,40.7,2,4.7,42.8,3,8.3,36.2,4.2,11.5,36.6
Reggie Hearn,DET,26,0.7,0.7,100,0,0.5,0,0,0.3,0,0.5,1,50,1,2,50,0,1,0
Reggie Jackson,DET,28,9.5,14.9,63.7,2,4.8,41.6,1.6,3.9,40.6,2.4,5.3,45.4,3.3,7.2,45.1,3.4,9.9,33.8
Richard Jefferson,DEN,38,2.9,5.3,56,0.8,1.8,46.9,0.8,1.1,72.2,0.9,1.7,50,1.7,3.2,52.7,1,2.9,33.9
Richaun Holmes,PHI,24,5.4,8.9,60.9,1.1,2.9,38.4,1.2,3.1,37.7,1.2,3.2,36.8,1.5,4,38.7,2.5,7,35.9
Ricky Rubio,UTA,27,9.7,15.9,60.8,2.2,5.3,41.5,1.9,5.3,35.2,2.5,5.9,42.6,3.3,8.2,40.5,3.2,9.2,34.8
Robert Covington,PHI,27,10,17.2,58.2,2.2,6,37,2.3,5.4,42.7,2.7,6.8,38.9,2.8,7.7,36.2,4.4,13.4,32.6
Robin Lopez,CHI,30,9.5,15.7,60.7,1.9,4.3,43.7,1.7,4.2,41.4,2.2,5,44.1,3.5,8.9,39.1,3.5,9.4,37.6
Rodney Hood,CLE,25,9.7,15.8,61.4,2.2,5.1,43.1,1.9,4.5,41.8,1.8,4.3,41.6,3,7.9,38.3,3.4,8.9,38.4
Rodney McGruder,MIA,26,5.6,10,56.5,1.4,3.5,38.3,1.1,2.5,44.2,1.2,2.9,40,2.1,4.5,46.9,2.3,5.3,44.2
Rodney Purvis,ORL,24,7,12.1,58,0.8,3.1,26.5,0.9,1.8,48.3,0.9,3.3,28.8,2.1,4.9,42.3,2.8,7.2,38.3
Ron Baker,NYK,25,4.8,8.8,54.9,1.1,2.3,48.4,0.5,2,27.1,1.2,2.4,51.6,1.4,4,35,1.7,4.9,34.4
Rondae Hollis-Jefferson,BKN,23,10.5,17.7,59.4,2.6,6.5,39.1,2.7,6.2,44.1,3.1,6.8,44.9,3.1,7.9,39.3,3,8,37.3
Royce O'Neale,UTA,25,5.2,9,58.1,1.3,3.6,35.5,1.3,3.1,41.3,1.3,3.3,38.8,1.9,4.9,38.2,1.6,5.3,30.8
Rudy Gay,SAS,31,7.3,12.1,60.2,1.6,3.9,41.9,1.8,3.7,47.2,1.5,4,38.9,2,6.2,32.2,2.7,7,38.4
Rudy Gobert,UTA,26,9.8,16.6,59,2.5,6.6,37.8,2.4,7,34.4,3,7.3,40.7,3.4,9,38,3.6,10.1,35.6
Russell Westbrook,OKC,29,13.7,21.9,62.4,2.5,6.2,39.9,2.2,5.2,41.3,1.8,4.8,37.4,5.3,14.1,37.8,4.1,11.2,36.6
Ryan Anderson,HOU,30,11.3,17.5,64.5,1.9,4.7,40.4,1.4,3.8,36.4,1.4,3.7,38.1,2.9,7.5,38,3.4,9.3,36.1
Ryan Arcidiacono,CHI,24,4.6,7.2,63.6,0.6,1.9,29.5,0.8,1.7,46.3,0.7,1.5,44.4,2,5,39.2,1.7,5.1,33.3
Salah Mejri,DAL,32,3.4,5.9,57.9,1.1,2.6,41.2,1.1,2.2,48,0.8,2.4,32.6,1.5,4,37.5,1.6,4.2,36.6
Sam Dekker,LAC,24,4.6,7.4,62.6,0.7,2.2,31.4,0.9,2.1,43,1,2.7,37,1.3,3.5,37,1.5,4.5,32.5
Scotty Hopson,DAL,28,8,9,88.9,1,1,100,1,2,50,0,0,0,0,0,0,1,1,100
Sean Kilpatrick,CHI,28,4.6,7.1,65,1,2.4,41.7,0.8,2,41.1,1,2.1,45.3,1.7,4.3,38.9,2,5.1,39.5
Semi Ojeleye,BOS,23,6,10,60.2,1.2,3.1,37.1,0.7,1.7,40.5,1.3,3.1,41.9,1.4,4,35.5,2.1,5.8,35.5
Serge Ibaka,TOR,28,10.3,17.7,58.1,1.8,5.2,35,2.3,5.4,42.5,2.4,5.6,43.9,2.3,6.6,34.7,3.4,9.3,36.6
Shabazz Muhammad,MIL,25,4.6,6.8,67.7,0.5,1.7,30.9,0.8,1.5,52.6,0.8,1.8,44.6,1.5,3.2,46.9,1.3,3.6,36.4
Shabazz Napier,POR,26,6.9,12.7,54.2,1.4,3.2,44.2,1.4,3.7,37.4,1.9,4.3,45,2.2,6.4,35.3,2.5,6.5,38.5
Shane Larkin,BOS,25,5.4,9,60.2,0.7,1.9,36.3,0.8,2.1,39.8,1.2,2.7,44,1.2,3.7,33.2,1.5,4.7,32.4
Shaquille Harrison,PHX,24,5.6,9.6,58.6,1.1,2.2,49,1.3,3.2,41.2,1.6,3.5,45,1.7,5.1,33.6,2.9,7.2,39.5
Shaun Livingston,GSW,32,5.6,9.5,59.1,1.1,3.2,35.2,1.2,3.2,37.6,1.1,3,35.5,1.3,4,33.7,2.1,5.8,35.4
Shelvin Mack,ORL,28,7.3,12.3,59.4,1.1,3.3,34.4,1.3,2.6,49.2,1.4,3.6,38.2,2.1,5.8,36.7,2.7,7.5,36.5
Sindarius Thornwell,LAC,23,6,9.8,61,1.2,2.9,39.8,1,2.7,35.6,1.2,3.6,34.4,2,5.2,38.3,2.2,6.4,35.3
Skal Labissiere,SAC,22,7.7,11.9,65.2,1.7,4.1,41.1,0.9,2.4,38,1,2.8,37.2,2.7,7,38.6,2.9,7.7,37.9
Solomon Hill,NOP,27,5.3,8.8,60,2.1,4.3,48.1,1.6,3.7,43.2,1.3,2.8,44.1,1,4,25,2.9,7.2,40.7
Spencer Dinwiddie,BKN,25,9.9,16.2,61,2.9,6.7,43.9,2.5,6.3,40.4,3.2,6.9,46.1,3.2,8.3,38.8,2.9,7.8,37.4
Stanley Johnson,DET,22,9.4,15,62.6,1.8,5.1,35.9,1.7,3.8,43.7,1.9,4.9,39.2,3.2,8.2,39.1,4,11.1,35.6
Stephen Curry,GSW,30,12.8,20.6,62.4,2.4,6.4,36.9,2.1,6,35.3,2.4,6.1,39.5,3.6,9.7,37.7,4.7,12.7,37.2
Sterling Brown,MIL,23,6.5,10.8,60.1,0.7,2.2,29.8,0.8,2,39.4,0.7,2.1,32.4,0.9,2.8,33.8,2,6,34.2
Steven Adams,OKC,24,12.3,19.6,62.5,2,5.3,38.7,1.9,4.6,42.2,1.5,4.1,36,4.8,12.8,37.1,3.8,10.3,37.1
T.J. McConnell,PHI,26,7.9,13.4,58.6,1.4,4.2,33.3,1.6,3.9,41.4,1.9,4.9,37.9,2.1,5.4,39.6,3.2,9.2,34.7
TJ Leaf,IND,21,3.7,5.5,68.3,0.6,1.5,41.1,0.6,1.5,41.1,0.8,1.8,45.6,0.8,2.2,39.4,1.2,3.5,33.2
TJ Warren,PHX,24,13.7,22.2,61.5,2.3,5.5,41.1,2.4,5.4,45.4,2.3,6.1,38.6,3.9,10.1,39,4.2,11.5,36.9
Taj Gibson,MIN,33,13,20.4,63.7,2.1,5.3,38.8,1.8,4.6,38,2,5.1,38.7,4.5,11.8,37.8,4,10.9,37.1
Tarik Black,HOU,26,4.3,6.9,62.3,0.6,1.6,37.3,0.6,1.3,44.4,0.5,1.4,32.8,1.1,3.1,36.4,1.4,4.5,32.1
Taurean Prince,ATL,24,10.9,17.7,61.7,1.9,4.3,44.7,2.4,5.4,43.5,2.5,5.8,43.9,4.3,10.4,41.2,4,10.8,36.7
Terrance Ferguson,OKC,20,5.1,8.2,62.2,0.8,2.4,31.5,0.7,1.8,40.6,0.8,1.9,41.1,1.8,4.7,37.5,1.7,4,43.4
Terrence Ross,ORL,27,10.7,17.4,61.6,1.8,5.1,34.1,1.5,4,38.1,2,5,40.3,2.7,6.7,40.4,3,8,37.7
Terry Rozier,BOS,24,9.4,15.7,59.6,1.7,4.6,36.1,1.3,3.5,38.1,1.8,5,36,2.5,6.7,37.2,3.1,9.5,32.5
